iter	RMSE
185	17019.45978
186	16976.49214
187	16940.65691
188	16900.84706
189	16852.7695
190	16832.17474
191	16777.84942
192	16754.25936
193	16723.28781
194	16700.89322
195	16664.88429
196	16619.89421
197	16605.69977
198	16586.80698
199	16534.92254
200	16521.63071
201	16508.39767
202	16466.97276
203	16418.26986
204	16393.58212
205	16342.88027
206	16325.03829
207	16276.37976
208	16263.92895
209	16251.42281
210	16208.19626
211	16169.81212
212	16155.74893
213	16114.94403
214	16102.57065
215	16066.77367
216	16024.89475
217	15984.86334
218	15972.63969
219	15938.01332
220	15926.88508
221	15886.04297
222	15875.69956
223	15834.07736
224	15796.77335
225	15783.32959
226	15752.04282
227	15710.64353
228	15665.68744
229	15621.46785
230	15569.12423
231	15530.97657
232	15480.49448
233	15443.29375
234	15428.00518
235	15418.80511
236	15409.88928
237	15374.18821
238	15349.41227
239	15309.88142
240	15275.05897
241	15254.1293
242	15219.58034
243	15180.90575
244	15157.19494
245	15149.81582
246	15117.67852
247	15081.41555
248	15052.61167
249	15016.56263
250	15010.31599
251	15003.61864
252	14963.54304
253	14956.05973
254	14925.68006
255	14890.40991
256	14852.39232
257	14836.72685
258	14804.11349
259	14780.53624
260	14773.27992
261	14732.60206
262	14706.47413
263	14676.9893
264	14671.8133
265	14647.83021
266	14641.23058
267	14636.31661
268	14620.60159
269	14614.66504
270	14596.95376
271	14569.38607
272	14550.57349
273	14536.59558
274	14496.73624
275	14472.58413
276	14468.15102
277	14442.46932
278	14409.01427
279	14388.69796
280	14362.17257
281	14347.07554
282	14341.36735
283	14310.81239
284	14288.5808
285	14272.31802
286	14246.69018
287	14232.18956
288	14206.95209
289	14181.07829
290	14176.75457
291	14171.55376
292	14129.61273
293	14125.47901
294	14106.71769
295	14071.75686
296	14045.84776
297	14033.95037
298	14010.76061
299	13980.06929
300	13958.15989
301	13936.06413
302	13922.81315
303	13891.46196
304	13867.57854
305	13842.62045
306	13815.47529
307	13760.7225
308	13734.13629
309	13711.28319
310	13694.68584
311	13670.55696
312	13632.15808
313	13607.47427
314	13592.16414
315	13578.87811
316	13539.37074
317	13492.24675
318	13467.9557
319	13453.38019
320	13428.78655
321	13413.73544
322	13387.71832
323	13366.70503
324	13350.36931
325	13331.51847
326	13305.97035
327	13295.84025
328	13285.78923
329	13262.59347
330	13249.18871
331	13215.96136
332	13204.80367
333	13201.78205
334	13167.71177
335	13147.52123
336	13114.58006
337	13083.89046
338	13055.1649
339	13040.3054
340	13015.97445
341	12979.8747
342	12958.13348
343	12930.51674
344	12910.04271
345	12886.41882
346	12850.52869
347	12827.14895
348	12797.676
349	12776.80091
350	12742.62828
351	12730.66287
352	12706.31117
353	12688.79628
354	12661.69529
355	12626.53131
356	12614.9346
357	12592.61074
358	12573.64155
359	12563.59122
360	12529.3068
361	12519.16903
362	12505.88458
363	12494.76653
364	12463.96666
365	12443.41463
366	12425.68578
367	12400.01719
368	12373.90245
369	12360.78148
370	12348.5691
371	12330.90819
372	12311.3595
373	12277.43318
374	12259.09733
375	12235.67678
376	12203.94129
377	12192.26651
378	12173.35906
379	12165.93972
380	12141.22717
381	12121.95232
382	12098.58777
383	12090.8753
384	12065.29132
385	12059.28008
386	12039.96049
387	12021.59789
388	12013.05173
389	11987.62662
390	11960.39586
391	11928.52858
392	11915.64969
393	11893.4827
394	11880.06447
395	11863.35373
396	11840.17024
397	11835.85562
398	11820.9158
399	11794.478
400	11784.54233
401	11774.85339
402	11740.62955
403	11711.65836
404	11693.72687
405	11683.99748
406	11667.27435
407	11648.14457
408	11623.19035
409	11597.0394
410	11581.19808
411	11559.51833
412	11539.8772
413	11511.43026
414	11499.08104
415	11491.45751
416	11468.18476
417	11455.31561
418	11434.06772
419	11428.8129
420	11418.29331
421	11415.79302
422	11402.26242
423	11392.38506
424	11366.50636
425	11349.57634
426	11344.03475
427	11325.9102
428	11322.87891
429	11316.22869
430	11288.69616
431	11272.58892
432	11251.46192
433	11236.42405
434	11224.4476
435	11214.45057
436	11193.01853
437	11165.8209
438	11145.26373
439	11120.3935
440	11100.39978
441	11078.96738
442	11074.01199
443	11051.28969
444	11034.73467
445	11019.18506
446	10998.27365
447	10990.24048
448	10971.7961
449	10968.09276
450	10957.52693
451	10951.23599
452	10937.33118
453	10918.02211
454	10901.40646
455	10878.17471
456	10872.32672
457	10870.14625
458	10866.43979
459	10860.31449
460	10848.31579
461	10837.40095
462	10833.79125
463	10824.08873
464	10803.32497
465	10791.57271
466	10772.46748
467	10758.2681
468	10744.31775
469	10723.93815
470	10709.15469
471	10693.6678
472	10668.69868
473	10644.60958
474	10622.82616
475	10612.23147
476	10584.78045
477	10573.31295
478	10556.72919
479	10543.10816
480	10539.44491
481	10526.70539
482	10505.31015
483	10495.72346
484	10470.52556
485	10446.52546
486	10431.38335
487	10410.28119
488	10387.14653
489	10375.30835
490	10358.2307
491	10348.62734
492	10335.2408
493	10310.94971
494	10297.07305
495	10273.98133
496	10257.25055
497	10245.11356
498	10235.26422
499	10233.33942
500	10226.07155
501	10214.24338
502	10197.13304
503	10176.23415
504	10161.6588
505	10136.21778
506	10124.4128
507	10110.97884
508	10096.73273
509	10082.22506
510	10062.29211
511	10047.78841
512	10028.65068
513	10021.82124
514	10000.48491
515	9977.296699
516	9958.602654
517	9944.683201
518	9935.861799
519	9911.292024
520	9904.955549
521	9889.709376
522	9876.57324
523	9868.028474
524	9853.714121
525	9842.671145
526	9838.006367
527	9818.082755
528	9804.503048
529	9799.499517
530	9775.13324
531	9753.343945
532	9740.543219
533	9722.058659
534	9707.644038
535	9693.418099
536	9681.709413
537	9665.517522
538	9646.258778
539	9629.770818
540	9620.035163
541	9606.798828
542	9588.197217
543	9573.670557
544	9568.488498
545	9558.885166
546	9543.249695
547	9529.658896
548	9507.581867
549	9486.814951
550	9482.246046
551	9471.900121
552	9457.24924
553	9437.612302
554	9416.944351
555	9405.655376
556	9400.154939
557	9386.30455
558	9368.476978
559	9354.134113
560	9344.193694
561	9331.505569
562	9323.521578
563	9309.137103
564	9301.465311
565	9295.36407
566	9286.028498
567	9279.95578
568	9266.435727
569	9251.623473
570	9239.814891
571	9234.588278
572	9228.237886
573	9220.122838
574	9204.120945
575	9189.152062
576	9172.727114
577	9159.934911
578	9149.144804
579	9135.046373
580	9125.705678
581	9104.671054
582	9087.154682
583	9065.85205
584	9054.919589
585	9039.163539
586	9026.406844
587	9017.56206
588	9006.454084
589	8989.686545
590	8971.457265
591	8967.284833
592	8966.228151
593	8949.991874
594	8934.376739
595	8928.257266
596	8912.241617
597	8904.505659
598	8891.099024
599	8872.395492
600	8851.503884
601	8837.192765
602	8821.373702
603	8809.428892
604	8798.432978
605	8781.043598
606	8768.567095
607	8761.491738
608	8748.685601
609	8744.605684
610	8743.709889
611	8716.868154
612	8714.207541
613	8713.177133
614	8705.896304
615	8697.641714
616	8684.326098
617	8671.528431
618	8670.553577
619	8657.56724
620	8650.037002
621	8632.710985
622	8622.786056
623	8614.379673
624	8602.699566
625	8589.634154
626	8577.37389
627	8576.487341
628	8567.234951
629	8566.367282
630	8559.276742
631	8548.633671
632	8532.435785
633	8531.524382
634	8520.092854
635	8512.722486
636	8511.892931
637	8511.083566
638	8504.319062
639	8486.068827
640	8485.346916
641	8471.600042
642	8452.832696
643	8438.521044
644	8427.994115
645	8422.38513
646	8406.764331
647	8394.004061
648	8393.191821
649	8386.379792
650	8378.427697
651	8372.176244
652	8360.111024
653	8348.670977
654	8339.144346
655	8338.395977
656	8332.497833
657	8323.805117
658	8315.03118
659	8295.686625
660	8282.143937
661	8278.313599
662	8270.567409
663	8262.377784
664	8248.172192
665	8241.499767
666	8225.615647
667	8212.419303
668	8202.141519
669	8187.62135
670	8175.210879
671	8161.772665
672	8160.997814
673	8150.244968
674	8135.431711
675	8123.744788
676	8114.695033
677	8101.220892
678	8097.720872
679	8095.320308
680	8087.974567
681	8074.319933
682	8065.68875
683	8056.754762
684	8048.896569
685	8033.810223
686	8030.260733
687	8018.648718
688	8001.383641
689	7988.336667
690	7980.256747
691	7976.856652
692	7973.189227
693	7965.061881
694	7957.861343
695	7941.942773
696	7933.576088
697	7924.747266
698	7912.837607
699	7899.535758
700	7884.238382
701	7877.693168
702	7872.845661
703	7864.848166
704	7861.558612
705	7847.357148
706	7838.483454
707	7828.532579
708	7818.014458
709	7809.408317
710	7796.473928
711	7789.301322
712	7773.467375
713	7771.39273
714	7760.469468
715	7753.604004
716	7745.189009
717	7735.25411
718	7734.546419
719	7719.762201
720	7714.278579
721	7702.49064
722	7687.440875
723	7683.207459
724	7673.322995
725	7656.138713
726	7647.277586
727	7633.69663
728	7627.402965
729	7626.353737
730	7620.067899
731	7607.72315
732	7601.013542
733	7591.711541
734	7583.797841
735	7571.591606
736	7558.313119
737	7544.022218
738	7534.873352
739	7524.543045
740	7521.461491
741	7520.171711
742	7517.959925
743	7517.327229
744	7505.475167
745	7496.336263
746	7484.533633
747	7469.686825
748	7466.509835
749	7459.463666
750	7450.373715
751	7434.204425
752	7432.972724
753	7426.24916
754	7419.457995
755	7413.489492
756	7399.379524
757	7387.680109
758	7375.470826
759	7366.032962
760	7354.024202
761	7344.286041
762	7333.651931
763	7333.150067
764	7322.84755
765	7321.262683
766	7306.839623
767	7302.317194
768	7289.59617
769	7278.197233
770	7265.834087
771	7256.832428
772	7241.22619
773	7230.217245
774	7217.315776
775	7209.044958
776	7200.854972
777	7188.016989
778	7176.457328
779	7172.738616
780	7162.827301
781	7149.588023
782	7147.919835
783	7141.125621
784	7138.387049
785	7137.797921
786	7134.21919
787	7122.954443
788	7110.881086
789	7110.336023
790	7103.651524
791	7092.035311
792	7083.835082
793	7073.522055
794	7065.14658
795	7058.989275
796	7050.71369
797	7043.479562
798	7042.018779
799	7032.445821
800	7031.445846
801	7022.800012
802	7011.585746
803	7002.73732
804	6997.064351
805	6981.723155
806	6970.016844
807	6957.650443
808	6948.924515
809	6942.911694
810	6929.812961
811	6915.374364
812	6904.719734
813	6898.558957
814	6893.553319
815	6886.426295
816	6872.519509
817	6863.699396
818	6859.93858
819	6848.994093
820	6842.283378
821	6834.180783
822	6823.499912
823	6822.573
824	6814.083899
825	6807.407669
826	6799.070311
827	6793.414032
828	6785.663438
829	6778.701634
830	6773.727851
831	6765.742546
832	6756.24892
833	6747.458537
834	6742.613969
835	6735.376496
836	6730.618102
837	6723.462363
838	6709.153317
839	6702.666483
840	6692.427413
841	6691.88364
842	6682.492961
843	6671.704271
844	6668.335468
845	6660.202005
846	6650.275533
847	6636.094178
848	6632.869387
849	6623.296483
850	6618.806279
851	6613.639334
852	6610.902274
853	6598.412129
854	6586.909146
855	6577.504884
856	6571.393881
857	6563.472043
858	6553.009654
859	6544.809868
860	6538.857016
861	6537.862951
862	6531.139576
863	6527.314896
864	6521.495376
865	6515.548049
866	6506.116969
867	6495.676366
868	6486.526281
869	6473.421054
870	6472.110664
871	6455.448951
872	6453.025967
873	6434.789577
874	6428.021449
875	6424.843923
876	6411.16133
877	6404.665755
878	6400.427668
879	6389.157382
880	6388.629489
881	6387.619314
882	6377.24407
883	6369.166587
884	6360.401895
885	6347.850745
886	6340.647484
887	6333.457213
888	6321.050712
889	6311.003494
890	6305.050699
891	6304.296176
892	6294.920513
893	6286.14501
894	6281.512253
895	6271.252274
896	6269.376999
897	6254.228043
898	6251.184735
899	6247.111878
900	6242.303976
901	6234.628299
902	6233.850236
903	6227.447441
904	6220.637064
905	6208.362578
906	6204.511125
907	6199.497269
908	6197.1939
909	6188.18516
910	6179.992302
911	6174.513512
912	6166.260722
913	6164.727781
914	6153.31237
915	6152.081035
916	6145.201175
917	6139.325106
918	6135.863591
919	6126.721916
920	6121.533094
921	6116.383549
922	6114.963786
923	6114.424841
924	6107.326611
925	6101.158985
926	6094.432914
927	6094.059497
928	6083.399762
929	6076.541611
930	6072.249141
931	6064.515675
932	6058.000424
933	6052.794714
934	6042.617596
935	6033.677342
936	6032.670127
937	6031.825195
938	6027.135642
939	6018.785873
940	6011.433687
941	6006.639971
942	5999.289948
943	5991.367956
944	5986.229385
945	5980.760105
946	5975.862046
947	5975.445766
948	5974.705882
949	5971.457933
950	5968.73223
951	5959.43835
952	5954.142221
953	5946.191004
954	5940.412455
955	5930.693893
956	5930.288482
957	5921.980704
958	5913.893945
959	5906.543851
960	5901.954591
961	5901.506572
962	5895.804344
963	5885.077034
964	5880.321371
965	5876.384173
966	5869.647529
967	5866.914175
968	5861.642245
969	5853.769005
970	5845.882566
971	5839.494017
972	5832.596485
973	5829.627267
974	5824.816333
975	5822.39697
976	5819.547505
977	5819.188799
978	5812.228627
979	5806.97093
980	5795.677757
981	5790.835163
982	5780.608519
983	5780.119376
984	5771.115348
985	5759.25089
986	5752.142229
987	5746.456014
988	5745.543944
989	5742.464877
990	5735.295732
991	5727.921781
992	5722.124555
993	5721.598603
994	5719.120413
995	5714.458386
996	5702.789913
997	5696.298268
998	5694.322536
999	5685.417889
